base_name,display_name,n_seeds_finished,seeds,model_family_cfg,backbone_name_cfg,backbone_module_cfg,backbone_func_cfg,feature_refiner_cfg,distill_alpha_cfg,backbone_lr,head_lr,use_ema,ema_decay,use_class_weight,use_hflip_tta,use_temperature_scaling,ensemble_topk_requested,val_acc_mean,val_acc_std,val_bal_acc_mean,val_bal_acc_std,val_f1_macro_mean,val_f1_macro_std,val_auc_mean,val_auc_std,val_recall_0_mean,val_recall_0_std,val_recall_1_mean,val_recall_1_std,test_acc_mean,test_acc_std,test_bal_acc_mean,test_bal_acc_std,test_f1_macro_mean,test_f1_macro_std,test_auc_mean,test_auc_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,selected_threshold_mean,selected_threshold_std,best_score_by_runtime_mean,best_score_by_runtime_std
EFFFORMERL1_KD_mobile_recovery,EfficientFormer-L1+KD,3,"27,17,37",timm,efficientformer_l1,,,none,0.45,5e-05,0.00015,True,0.9995,True,True,True,1,0.9026666666666667,0.006798692684790386,0.9060196027409142,0.0024794975428507615,0.877003498022078,0.0062633531217593606,0.9712897909619221,0.002429109883686186,0.912568306010929,0.020446215228272925,0.8994708994708995,0.015576297824211346,0.8736666666666667,0.005906681715556456,0.8680659014678684,0.0012890301347708824,0.8506192795273669,0.0049310831494058325,0.9512173392265849,0.0024840278422738294,0.8552787663107947,0.01652240602275696,0.880853036624942,0.014601776307856848,0.82,0.01414213562373091,0.9702853333333333,0.0031739886928315334
EFFFORMERL1_ECA_KD_mobile_recovery,EfficientFormer-L1+ECA+KD,3,"27,17,37",timm,efficientformer_l1,,,eca,0.45,5e-05,0.00015,True,0.9995,True,True,True,1,0.9066666666666667,0.007717224601860157,0.9142163240523896,0.007681581132864443,0.8825635207102384,0.009154180455341485,0.9709066990487755,0.003603810561434151,0.9289617486338798,0.0077279429637874125,0.8994708994708995,0.007788148912105716,0.8653333333333334,0.00659966329107445,0.8731103070859256,0.006514599703881265,0.8446945826914799,0.007173859009424596,0.9502290811839958,0.00577380601000841,0.8908659549228944,0.007312472126890814,0.8553546592489569,0.007091821298460067,0.84,0.024494897427831758,0.970997,0.003286405128201145
EFFFORMERL1_ECA_mobile_recovery,EfficientFormer-L1+ECA,3,"27,17,37",timm,efficientformer_l1,,,eca,0.0,5e-05,0.00015,True,0.9995,True,True,True,1,0.8486666666666668,0.03299831645537219,0.8601280828056784,0.0370276592868923,0.8170169024101274,0.03761391582096347,0.9267499349466563,0.035017615091845145,0.8825136612021858,0.045555551914024765,0.8377425044091712,0.029485455903528215,0.8123333333333335,0.03141478774222241,0.8127679969378848,0.03613529095218079,0.7854084388225114,0.0349726578969159,0.8953502376603858,0.040772312053861184,0.8137603795966785,0.0469726924631633,0.8117756142790914,0.025401256433570184,0.5566666666666666,0.17782638224465522,0.9267496666666667,0.030481356294554163
