base_name,display_name,val_ensemble_threshold,val_ensemble_auc,val_ensemble_bal_acc,val_ensemble_f1_macro,val_ensemble_acc,test_ensemble_auc,test_ensemble_bal_acc,test_ensemble_f1_macro,test_ensemble_acc
EFFFORMERL1_ECA_mobile_recovery,EfficientFormer-L1+ECA,0.58,0.9600355624945789,0.8959146500130106,0.8458306835482068,0.872,0.9270190408782462,0.8440672345438257,0.8121154772437682,0.835
EFFFORMERL1_KD_mobile_recovery,EfficientFormer-L1+KD,0.83,0.9769494318674646,0.9185315291872669,0.8787362835888121,0.902,0.9585921530001633,0.8780804696123026,0.8524749933497586,0.873
EFFFORMERL1_ECA_KD_mobile_recovery,EfficientFormer-L1+ECA+KD,0.74,0.9756049960967994,0.9219793564055859,0.9017356585779599,0.924,0.9568103187998357,0.8816193903157311,0.8674770860718417,0.889
