dataset,mode,fold,split,threshold,temperature,acc,bal_acc,f1_macro,auc,recall_0,recall_1,tn,fp,fn,tp,n,run_dir,data_root,used_ckpts
aul,oracle,2,test,0.86,0.05298493430018425,0.7716535433070866,0.7375886524822695,0.7212593657761295,0.8758865248226949,0.6666666666666666,0.8085106382978723,22,11,18,76,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch003_auc_0.9516.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch001_auc_0.9510.pth
aul,oracle,3,val,0.73,0.48519816994667053,0.8316831683168316,0.8658911325724319,0.8261617900172117,0.83099209833187,0.9705882352941176,0.7611940298507462,33,1,16,51,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,oracle,3,test,0.73,0.48519816994667053,0.7007874015748031,0.7978723404255319,0.6906410256410256,0.8755641521598968,1.0,0.5957446808510638,33,0,38,56,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,oracle,4,val,0.85,0.48407167196273804,0.8811881188118812,0.9210526315789473,0.8603686635944701,0.9231578947368421,1.0,0.8421052631578947,25,0,12,64,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
aul,oracle,4,test,0.85,0.48407167196273804,0.8031496062992126,0.8670212765957447,0.7859502460729455,0.8765312701482915,1.0,0.7340425531914894,33,0,25,69,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
aul,auto,0,val,0.84,0.0461910255253315,0.8627450980392157,0.8630681818181818,0.8193319838056681,0.9034090909090909,0.8636363636363636,0.8625,19,3,11,69,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold0_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624\epoch001_auc_0.9420.pth
aul,auto,0,test,0.84,0.0461910255253315,0.7874015748031497,0.7875564152159897,0.7519710669077757,0.8820116054158608,0.7878787878787878,0.7872340425531915,26,7,20,74,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold0_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624\epoch001_auc_0.9420.pth
aul,auto,1,val,0.8,0.06737054139375687,0.6176470588235294,0.7328767123287672,0.6167260815107428,0.7397260273972602,1.0,0.4657534246575342,29,0,39,34,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold1_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747\epoch001_auc_0.7681.pth
aul,auto,1,test,0.8,0.06737054139375687,0.6220472440944882,0.7348484848484849,0.6167002012072434,0.8372018052869117,0.9696969696969697,0.5,32,1,47,47,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold1_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747\epoch001_auc_0.7681.pth
aul,auto,2,val,0.84,0.06100984662771225,0.8921568627450981,0.8687396807925152,0.8522712310730745,0.9047881122729774,0.8260869565217391,0.9113924050632911,19,4,7,72,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold2_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch003_auc_0.9516.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch001_auc_0.9510.pth
aul,auto,2,test,0.84,0.06100984662771225,0.7637795275590551,0.7224371373307543,0.7092490842490843,0.8223726627981948,0.6363636363636364,0.8085106382978723,21,12,18,76,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold2_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch003_auc_0.9516.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch001_auc_0.9510.pth
aul,auto,3,val,0.73,0.49411219358444214,0.7920792079207921,0.8360403863037753,0.7880059970014992,0.8191395961369621,0.9705882352941176,0.7014925373134329,33,1,20,47,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold3_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,auto,3,test,0.73,0.49411219358444214,0.6377952755905512,0.7553191489361701,0.6326710261569417,0.8707285622179239,1.0,0.5106382978723404,33,0,46,48,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold3_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,auto,4,val,0.84,0.49814772605895996,0.8613861386138614,0.8810526315789473,0.834037558685446,0.9063157894736842,0.92,0.8421052631578947,23,2,12,64,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold4_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
aul,auto,4,test,0.84,0.49814772605895996,0.7716535433070866,0.7965828497743391,0.7436129481378351,0.84107027724049,0.8484848484848485,0.7446808510638298,28,5,24,70,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\eval_reports\busi_aul_detector_box_quality_auto_20260504_165040\pred_voc_roots\aul_fold4_predbox,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
aul,full,0,val,0.79,0.08339844644069672,0.7941176470588235,0.7534090909090909,0.7254901960784315,0.7914772727272728,0.6818181818181818,0.825,15,7,14,66,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624\epoch001_auc_0.9420.pth
aul,full,0,test,0.79,0.08339844644069672,0.7322834645669292,0.6716634429400387,0.664751552795031,0.7333978078658929,0.5454545454545454,0.7978723404255319,18,15,19,75,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200624\epoch001_auc_0.9420.pth
aul,full,1,val,0.72,0.11548081040382385,0.6862745098039216,0.6353330184222957,0.6292594275329395,0.6584789796882381,0.5172413793103449,0.7534246575342466,15,14,18,55,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747\epoch001_auc_0.7681.pth
aul,full,1,test,0.72,0.11548081040382385,0.7244094488188977,0.6565119277885235,0.6517822169996084,0.7324306898774984,0.5151515151515151,0.7978723404255319,17,16,19,75,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200747\epoch001_auc_0.7681.pth
aul,full,2,val,0.78,0.11944908648729324,0.7745098039215687,0.7157402311502477,0.6993464052287581,0.7605943863511282,0.6086956521739131,0.8227848101265823,14,9,14,65,102,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch003_auc_0.9516.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch001_auc_0.9510.pth
aul,full,2,test,0.78,0.11944908648729324,0.7637795275590551,0.6634429400386848,0.6726804123711341,0.7401676337846551,0.45454545454545453,0.8723404255319149,15,18,12,82,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch003_auc_0.9516.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_200911\epoch001_auc_0.9510.pth
aul,full,3,val,0.67,0.7338343262672424,0.7524752475247525,0.7047848990342406,0.7116592440333447,0.7919227392449517,0.5588235294117647,0.8507462686567164,19,15,10,57,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,full,3,test,0.67,0.7338343262672424,0.7716535433070866,0.6982591876208897,0.7002035002035002,0.7553191489361702,0.5454545454545454,0.851063829787234,18,15,14,80,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch008_auc_0.8314.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201108\epoch006_auc_0.8310.pth
aul,full,4,val,0.76,0.8251127004623413,0.8217821782178217,0.7742105263157895,0.7669230769230769,0.8005263157894736,0.68,0.868421052631579,17,8,10,66,101,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
aul,full,4,test,0.76,0.8251127004623413,0.7637795275590551,0.7126047711154094,0.704192546583851,0.7591876208897486,0.6060606060606061,0.8191489361702128,20,13,17,77,127,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414,<LOCAL_THYROID_ROOT>\aul\aul_voc_roi_v1,<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch013_auc_0.9237.pth|<LOCAL_THYROID_ROOT>\aul_roi_runs_ggg_mca_clean_5fold_safe\20260426_201414\epoch011_auc_0.9232.pth
