kind,sample_id_a,split_a,label_a,sample_id_b,split_b,label_b,dhash_hamming,ahash_hamming,same_label,same_split,sha256_a,sha256_b,relpath_a,relpath_b
near_hash,trainval_benign_0042,trainval,0,trainval_malignant_0051,trainval,1,1,0,False,True,2a3b66dcfb666d1c795b3866abe493e573daacd5bf9f7a4908721285f1fe7cf8,5d9cbd2afcd281e8bc96bfca3576c41b2b7f2af2d73e4a14777a98e419fb81df,JPEGImages/trainval_benign_0042.png,JPEGImages/trainval_malignant_0051.png
near_hash,trainval_benign_0085,trainval,0,trainval_malignant_0052,trainval,1,0,0,False,True,c73e911aa903c971d2b241f4d6ab4a8054107f458c09720610889ba9bc6c6be5,f2453652f0f3e2fadf9740cc7cc24c61f982411540aa5843d2bd05af2b674636,JPEGImages/trainval_benign_0085.png,JPEGImages/trainval_malignant_0052.png
near_hash,trainval_benign_0131,trainval,0,trainval_malignant_0051,trainval,1,0,0,False,True,c16e81221c74f5c64dbb5829351ac19007722d5ebfdcce0985176df0b5711e10,5d9cbd2afcd281e8bc96bfca3576c41b2b7f2af2d73e4a14777a98e419fb81df,JPEGImages/trainval_benign_0131.png,JPEGImages/trainval_malignant_0051.png
near_hash,trainval_benign_0164,trainval,0,trainval_malignant_0052,trainval,1,0,0,False,True,7e784dfdbf2e1d767d4c054e236a5fd4543ef8fbac9d9fcce526e174c0ce3731,f2453652f0f3e2fadf9740cc7cc24c61f982411540aa5843d2bd05af2b674636,JPEGImages/trainval_benign_0164.png,JPEGImages/trainval_malignant_0052.png
near_hash,trainval_benign_0433,trainval,0,trainval_malignant_0145,trainval,1,0,0,False,True,058e7538fa53b2bd8b87500ff47721c84ec442dc964d9de21bb271a8651138a8,058e7538fa53b2bd8b87500ff47721c84ec442dc964d9de21bb271a8651138a8,JPEGImages/trainval_benign_0433.png,JPEGImages/trainval_malignant_0145.png
exact_sha256,trainval_benign_0433,trainval,0,trainval_malignant_0145,trainval,1,0,0,False,True,058e7538fa53b2bd8b87500ff47721c84ec442dc964d9de21bb271a8651138a8,058e7538fa53b2bd8b87500ff47721c84ec442dc964d9de21bb271a8651138a8,JPEGImages/trainval_benign_0433.png,JPEGImages/trainval_malignant_0145.png
